TAXON_ORDER	CATEGORY	SPECIES_CODE	PRIMARY_COM_NAME	SCI_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS	ott_id	name	rank	tax_sources	flags	match_type	bio_concept_code
31062	species	lekfin	Lesser Koa-Finch	Rhodacanthis flaviceps	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597436	Rhodacanthis flaviceps	species	gbif:2494576,irmng:10795809		canonical_match	8C3D2DCA
31063	species	grkfin	Greater Koa-Finch	Rhodacanthis palmeri	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597446	Rhodacanthis palmeri	species	gbif:2494575,irmng:11160329		canonical_match	58F9A637
31064	species	ulahaw	Ula-ai-hawane	Ciridops anna	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597447	Ciridops anna	species	gbif:2494528,irmng:10978937		canonical_match	E35F8B09
31065	species	crehon	Akohekohe	Palmeria dolei	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			298765	Palmeria dolei	species	ncbi:64809,gbif:5231622,irmng:10425430		canonical_match	A643D860
31066	species	apapan2	Laysan Honeycreeper	Himatione fraithii	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			6153366	Himatione fraithii	species	gbif:8429113		canonical_match	4309F417
31067	species	apapan	Apapane	Himatione sanguinea	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			298780	Himatione sanguinea	species	ncbi:64801,gbif:2494524,irmng:10593013		canonical_match	374CF449
31068	species	iiwi	Iiwi	Drepanis coccinea	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			823302	Vestiaria coccinea	species	ncbi:64815,gbif:5231615,irmng:11346867		synonym_match	A71C0CB7
31070	species	hawmam1	Hawaii Mamo	Drepanis pacifica	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597464	Drepanis pacifica	species	gbif:5231611,irmng:10198723		canonical_match	D7D0A5F1
31071	species	blkmam	Black Mamo	Drepanis funerea	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597463	Drepanis funerea	species	gbif:5231612,irmng:11094124		canonical_match	97746C36
31072	species	ou	Ou	Psittirostra psittacea	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597429	Psittirostra psittacea	species	ncbi:1804742,gbif:2494566,irmng:11362936		canonical_match	AC2EDFEE
31073	species	lanhoo	Lanai Hookbill	Dysmorodrepanis munroi	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597430	Dysmorodrepanis munroi	species	gbif:2494309,irmng:11401830		canonical_match	544B1381
31074	species	maupar	Maui Parrotbill	Pseudonestor xanthophrys	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			823300	Pseudonestor xanthophrys	species	ncbi:64813,gbif:2494141,irmng:10195271		canonical_match	99A702C3
31075	species	nukupu2	Kauai Nukupuu	Hemignathus hanapepe	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			6153365	Hemignathus hanapepe	species	gbif:8404749	sibling_higher	canonical_match	FBE9861A
31076	species	nukupu3	Oahu Nukupuu	Hemignathus lucidus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597367	Hemignathus lucidus	species	gbif:2494617,irmng:10452650	sibling_higher	canonical_match	2019D40E
31077	species	nukupu1	Maui Nukupuu	Hemignathus affinis	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			6153364	Hemignathus affinis	species	gbif:7617866	sibling_higher	canonical_match	43F17FD6
31078	species	akiapo	Akiapolaau	Hemignathus wilsoni	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			324561	Hemignathus wilsoni	species	ncbi:2518271,gbif:2494611,gbif:9190085,irmng:10999026	sibling_higher	canonical_match	DDE78CC9
31079	species	lesaki	Lesser Akialoa	Akialoa obscura	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597371	Akialoa obscura	species	ncbi:1804739,gbif:2494615,gbif:5788932,irmng:10198725		canonical_match	67049C23
31080	species	greaki2	Oahu Akialoa	Akialoa ellisiana	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597369	Akialoa ellisiana	species	gbif:7982313,irmng:10208859		canonical_match	F131E02A
31081	species	greaki4	Kauai Akialoa	Akialoa stejnegeri	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			706153	Hemignathus stejnegeri	species	ncbi:283637,gbif:7667907,irmng:11008700	sibling_higher	synonym_match	B50DDCA2
31082	species	greaki3	Maui-nui Akialoa	Akialoa lanaiensis	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			6153307	Akialoa lanaiensis	species	gbif:7550373		canonical_match	CA33F844
31083	species	aniani	Anianiau	Magumma parva	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			1089642	Hemignathus parvus	species	ncbi:1523893,gbif:6091021,irmng:10913137	sibling_higher	synonym_match	55DDF05C
31084	species	hawama	Hawaii Amakihi	Chlorodrepanis virens	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			157610	Hemignathus virens	species	ncbi:64799,gbif:8346110,irmng:10584056	sibling_higher	synonym_match	ABB15738
31087	species	oahama	Oahu Amakihi	Chlorodrepanis flava	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			324558	Hemignathus flavus	species	ncbi:591142,gbif:8021975,irmng:10593011	sibling_higher	synonym_match	0A603DFD
31088	species	kauama	Kauai Amakihi	Chlorodrepanis stejnegeri	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			667189	Hemignathus kauaiensis	species	ncbi:570635,gbif:7706576,irmng:11226233	sibling_higher	synonym_match	5305B509
31089	species	greama	Greater Amakihi	Viridonia sagittirostris	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597368	Viridonia sagittirostris	species	gbif:5788933,irmng:10691815		canonical_match	8FE1196F
31090	species	hawcre	Hawaii Creeper	Loxops mana	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			298768	Loxops mana	species	ncbi:1523895,gbif:5231614,irmng:11016414		canonical_match	DD65F272
31091	species	akekee	Akekee	Loxops caeruleirostris	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			1089641	Loxops caeruleirostris	species	ncbi:509921,gbif:5231617,irmng:10465029		canonical_match	0F8900D1
31092	species	akepa1	Hawaii Akepa	Loxops coccineus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			298776	Loxops coccineus	species	ncbi:64804,gbif:5231618,irmng:10900024		canonical_match	B690DF97
31093	species	akepa2	Oahu Akepa	Loxops wolstenholmei	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			6153368	Loxops wolstenholmei	species	gbif:8044749		canonical_match	AF12BC31
31094	species	akepa3	Maui Akepa	Loxops ochraceus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			6153367	Loxops ochraceus	species	gbif:7728719		canonical_match	8904189E
31096	species	comros	Common Rosefinch	Carpodacus erythrinus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			815418	Carpodacus erythrinus	species	ncbi:175930,gbif:2494459,irmng:10199237	sibling_higher	canonical_match	3A713345
31102	species	scafin1	Scarlet Finch	Carpodacus sipahi	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			341467	Haematospiza sipahi	species	ncbi:175943,gbif:7958604,irmng:10909917		synonym_match	1884ACC6
31103	species	bongro1	Bonin Grosbeak	Carpodacus ferreorostris	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			242220	Chaunoproctus ferreorostris	species	ncbi:1105359,gbif:7384053,irmng:10421685		synonym_match	0DD36226
31104	species	remros1	Red-mantled Rosefinch	Carpodacus rhodochlamys	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			405217	Carpodacus rhodochlamys	species	ncbi:1105353,gbif:2494490,irmng:10892947	sibling_higher	canonical_match	6670D2A6
31107	species	blyros1	Blyth's Rosefinch	Carpodacus grandis	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597377	Carpodacus grandis	species	ncbi:1400709,gbif:2494469	sibling_higher	canonical_match	2FF259E0
31108	species	bearos1	Himalayan Beautiful Rosefinch	Carpodacus pulcherrimus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			563259	Carpodacus pulcherrimus	species	ncbi:179409,gbif:2494485,irmng:11094625	sibling_higher	canonical_match	60DE3563
31111	species	chbros1	Chinese Beautiful Rosefinch	Carpodacus davidianus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597375	Carpodacus davidianus	species	ncbi:1910947,gbif:7341971	sibling_higher	canonical_match	540EE551
31112	species	pirros1	Pink-rumped Rosefinch	Carpodacus waltoni	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			6153321	Carpodacus waltoni	species	gbif:8203903	sibling_higher	canonical_match	1A121D37
31115	species	darros1	Dark-rumped Rosefinch	Carpodacus edwardsii	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			473006	Carpodacus edwardsii	species	ncbi:571887,gbif:2494482,irmng:10461070	sibling_higher	canonical_match	9C8F0B66
31118	species	pibros2	Pink-browed Rosefinch	Carpodacus rodochroa	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			747629	Carpodacus rodochroa	species	ncbi:993046,gbif:2494476,irmng:10593345	sibling_higher	canonical_match	0D592D10
31119	species	spwros2	Spot-winged Rosefinch	Carpodacus rodopeplus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			277039	Carpodacus rodopeplus	species	ncbi:552616,gbif:2494491,irmng:10210217	sibling_higher	canonical_match	134200
31121	species	spwros3	Sharpe's Rosefinch	Carpodacus verreauxii	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597378	Carpodacus verreauxii	species	gbif:6093481	sibling_higher	canonical_match	83525783
31122	species	vinros2	Vinaceous Rosefinch	Carpodacus vinaceus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			277037	Carpodacus vinaceus	species	ncbi:552617,gbif:2494473,irmng:10210761	sibling_higher	canonical_match	86EBCA5D
31123	species	vinros3	Taiwan Rosefinch	Carpodacus formosanus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			977524	Carpodacus formosanus	species	ncbi:1390223,gbif:7527603	sibling_higher	canonical_match	9EFFB614
31124	species	sinros1	Sinai Rosefinch	Carpodacus synoicus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			873486	Carpodacus synoicus	species	ncbi:1105357,gbif:2494495,irmng:10210220	sibling_higher	canonical_match	8F36D663
31125	species	palros3	Pale Rosefinch	Carpodacus stoliczkae	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			6153320	Carpodacus stoliczkae	species	gbif:7975545	sibling_higher	canonical_match	2AA95030
31129	species	tibros1	Tibetan Rosefinch	Carpodacus roborowskii	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			405224	Kozlowia roborowskii	species	ncbi:1105354,gbif:2494139,irmng:10691816		synonym_match	57C123A2
31130	species	tahmof1	Sillem's Rosefinch	Carpodacus sillemi	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597422	Leucosticte sillemi	species	ncbi:1703976,gbif:2494373,gbif:8763153,irmng:10215525		synonym_match	4C9486AE
31131	species	strros1	Streaked Rosefinch	Carpodacus rubicilloides	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			815422	Carpodacus rubicilloides	species	ncbi:175934,gbif:9401967,irmng:10953416	sibling_higher	canonical_match	D3FBD80B
31134	species	greros1	Great Rosefinch	Carpodacus rubicilla	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			235455	Carpodacus rubicilla	species	ncbi:589915,gbif:2494517,irmng:10928577	sibling_higher	canonical_match	7621E1A6
31141	species	lotros1	Long-tailed Rosefinch	Carpodacus sibiricus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			253382	Uragus sibiricus	species	ncbi:179411,gbif:7690055,irmng:11160076		synonym_match	463680BF
31147	species	refros1	Red-fronted Rosefinch	Carpodacus puniceus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			473007	Carpodacus puniceus	species	ncbi:571886,gbif:2494508,irmng:10992552	sibling_higher	canonical_match	261F5C16
31153	species	crbfin3	Crimson-browed Finch	Carpodacus subhimachalus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			1031951	Pinicola subhimachala	species	ncbi:1105366,gbif:7644832,irmng:10214550		synonym_match	48F59E1E
31154	species	palros2	Pallas's Rosefinch	Carpodacus roseus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			815419	Carpodacus roseus	species	ncbi:175933,gbif:2494514,irmng:10790114	sibling_higher	canonical_match	68DF5AB7
31157	species	thbros1	Three-banded Rosefinch	Carpodacus trifasciatus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			815421	Carpodacus trifasciatus	species	ncbi:175935,gbif:2494522,irmng:10858195	sibling_higher	canonical_match	46CD933C
31158	species	whbros1	Himalayan White-browed Rosefinch	Carpodacus thura	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			157599	Carpodacus thura	species	ncbi:64796,gbif:2494500,irmng:10460871	sibling_higher	canonical_match	8B4F255E
31162	species	cwbros1	Chinese White-browed Rosefinch	Carpodacus dubius	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597376	Carpodacus dubius	species	gbif:7341926	sibling_higher	canonical_match	F048220F
31167	species	pingro	Pine Grosbeak	Pinicola enucleator	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			341471	Pinicola enucleator	species	ncbi:175947,gbif:2494771,irmng:11230817		canonical_match	83AC4DAD
31178	species	brobul1	Brown Bullfinch	Pyrrhula nipalensis	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			815423	Pyrrhula nipalensis	species	ncbi:175937,gbif:9320930,irmng:10216118		canonical_match	964205CA
31185	species	whcbul1	White-cheeked Bullfinch	Pyrrhula leucogenis	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			351898	Pyrrhula leucogenis	species	ncbi:928665,gbif:2494539,irmng:11160327		canonical_match	14C7C939
31188	species	orabul1	Orange Bullfinch	Pyrrhula aurantiaca	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			977520	Pyrrhula aurantiaca	species	ncbi:928653,gbif:2494542,irmng:10216035		canonical_match	77B73033
31189	species	rehbul1	Red-headed Bullfinch	Pyrrhula erythrocephala	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			901358	Pyrrhula erythrocephala	species	ncbi:552620,gbif:2494556,irmng:11420264		canonical_match	9A1D7F23
31190	species	gyhbul2	Gray-headed Bullfinch	Pyrrhula erythaca	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			836535	Pyrrhula erythaca	species	ncbi:175815,gbif:2494536,irmng:10216036		canonical_match	1C8E0DB2
31193	species	gyhbul5	Taiwan Bullfinch	Pyrrhula owstoni	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			6520419	Pyrrhula owstoni	-	additions-6520402-6520422	-	new_taxon_amendment	BD3982A7
31196	species	eurbul1	Azores Bullfinch	Pyrrhula murina	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			927470	Pyrrhula murina	species	ncbi:928672,gbif:4408970		canonical_match	0788A895
31197	species	eurbul	Eurasian Bullfinch	Pyrrhula pyrrhula	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			1083726	Pyrrhula pyrrhula	species	ncbi:37607,gbif:2494543,irmng:11167822		canonical_match	24764DC7
31209	species	crwfin2	Crimson-winged Finch	Rhodopechys sanguineus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			1031938	Rhodopechys sanguineus	species	ncbi:1105368,gbif:2494570,irmng:10596415		canonical_match	B345F82B
31212	species	trufin2	Trumpeter Finch	Bucanetes githagineus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			59188	Bucanetes githagineus	species	ncbi:589648,gbif:2494394,irmng:10596414		canonical_match	8049F707
31217	species	monfin2	Mongolian Finch	Bucanetes mongolicus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			235463	Eremopsaltria mongolica	species	ncbi:589913,gbif:4408954,irmng:10216101		synonym_match	B8FE90AC
31218	species	blaros1	Blanford's Rosefinch	Agraphospiza rubescens	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			242207	Carpodacus rubescens	species	ncbi:1105356,gbif:7379284,irmng:10683233	sibling_higher	synonym_match	A8EC7456
31219	species	gonfin1	Gold-naped Finch	Pyrrhoplectes epauletta	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			550156	Pyrrhoplectes epauletta	species	ncbi:552619,gbif:2494345,irmng:11071168		canonical_match	88F67B5E
31220	species	spefin1	Spectacled Finch	Callacanthis burtoni	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			405220	Callacanthis burtoni	species	ncbi:1105351,gbif:2494338,irmng:10859237		canonical_match	0134A6D7
31221	species	dabros1	Dark-breasted Rosefinch	Procarduelis nipalensis	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			815420	Carpodacus nipalensis	species	ncbi:175932,gbif:8302385,irmng:10598833	sibling_higher	synonym_match	9058051F
31225	species	plmfin1	Plain Mountain-Finch	Leucosticte nemoricola	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			235457	Leucosticte nemoricola	species	ncbi:589917,gbif:2494369,irmng:11122337		canonical_match	AC494997
31228	species	bhmfin1	Black-headed Mountain-Finch	Leucosticte brandti	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			995755	Leucosticte brandti	species	ncbi:571888,gbif:2494374,irmng:11038823		canonical_match	D12C9F11
31234	species	asrfin1	Asian Rosy-Finch	Leucosticte arctoa	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			178457	Leucosticte arctoa	species	ncbi:357699,gbif:2494383,irmng:10457855		canonical_match	B150BF7F
31240	species	gcrfin	Gray-crowned Rosy-Finch	Leucosticte tephrocotis	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			236657	Leucosticte tephrocotis	species	ncbi:217134,gbif:2494360,irmng:10594367		canonical_match	029491CD
31250	species	bkrfin	Black Rosy-Finch	Leucosticte atrata	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			827285	Leucosticte atrata	species	ncbi:190694,gbif:2494372,irmng:10197490		canonical_match	A8F0BE19
31251	species	bcrfin	Brown-capped Rosy-Finch	Leucosticte australis	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			235456	Leucosticte australis	species	ncbi:589916,gbif:2494359,irmng:10197491		canonical_match	0B90527D
31253	species	houfin	House Finch	Haemorhous mexicanus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			711865	Haemorhous mexicanus	species	ncbi:30427,gbif:8323485,irmng:11111163		canonical_match	89431E9F
31267	species	purfin	Purple Finch	Haemorhous purpureus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			641497	Haemorhous purpureus	species	ncbi:142468,gbif:7804446,irmng:11336491		canonical_match	B4EE123D
31271	species	casfin	Cassin's Finch	Haemorhous cassinii	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			664801	Haemorhous cassinii	species	ncbi:372289,gbif:8255548,irmng:10199236		canonical_match	AC1E519F
31274	species	desfin2	Desert Finch	Rhodospiza obsoleta	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			1076199	Rhodospiza obsoleta	species	ncbi:589700,gbif:2494787,irmng:10215826		canonical_match	FA269911
31275	species	gowgro2	Arabian Grosbeak	Rhynchostruthus percivali	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597424	Rhynchostruthus percivali	species	gbif:5788920		canonical_match	7892100000000
31276	species	gowgro3	Socotra Grosbeak	Rhynchostruthus socotranus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			455541	Rhynchostruthus socotranus	species	ncbi:1105370,gbif:2494340,irmng:10591817		canonical_match	BE193EC5
31277	species	somgro1	Somali Grosbeak	Rhynchostruthus louisae	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597423	Rhynchostruthus louisae	species	gbif:5788919		canonical_match	FB76AD60
31278	species	eurgre1	European Greenfinch	Chloris chloris	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			1083715	Chloris chloris	species	ncbi:37601,worms:558540,gbif:5845582,irmng:11736128,irmng:10765682		canonical_match	65BD2033
31285	species	origre	Oriental Greenfinch	Chloris sinica	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			28346	Chloris sinica	species	ncbi:1897774,gbif:6101015,irmng:10590753		canonical_match	684A6610
31292	species	yebgre4	Yellow-breasted Greenfinch	Chloris spinoides	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			559262	Chloris spinoides	species	ncbi:54770,gbif:6101013,irmng:10217335		canonical_match	63B91A39
31295	species	viegre2	Vietnamese Greenfinch	Chloris monguilloti	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			405215	Chloris monguilloti	species	ncbi:1930191,gbif:6093200,irmng:10939074		canonical_match	8875A644
31296	species	bkhgre1	Black-headed Greenfinch	Chloris ambigua	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			957580	Chloris ambigua	species	ncbi:54557,gbif:6101014,irmng:10217043		canonical_match	380A28B4
31299	species	orifin1	Oriole Finch	Linurgus olivaceus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			657543	Linurgus olivaceus	species	ncbi:357701,gbif:2494410,irmng:11275811		canonical_match	80B649D4
31304	species	whrsee	White-rumped Seedeater	Crithagra leucopygia	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			559271	Serinus leucopygius	species	ncbi:54774,gbif:6100990,irmng:10217372	sibling_higher	synonym_match	C887C3FC
31307	species	yefcan	Yellow-fronted Canary	Crithagra mozambica	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			1083721	Crithagra mozambica	species	ncbi:1892170,gbif:6100996,irmng:10716043		canonical_match	169B483C
31318	species	afrcit1	African Citril	Crithagra citrinelloides	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			328908	Crithagra citrinelloides	species	ncbi:2546078,gbif:6100986,irmng:10596979		canonical_match	D419E3A5
31321	species	wescit1	Western Citril	Crithagra frontalis	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			4131533	Crithagra frontalis	species	gbif:6100975,irmng:10217366		canonical_match	5108E1D3
31322	species	soucit1	Southern Citril	Crithagra hyposticta	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			7661222	Crithagra hyposticta	species	gbif:6100999		canonical_match	C978ABCC
31325	species	blfcan1	Black-faced Canary	Crithagra capistrata	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			901359	Crithagra capistrata	species	ncbi:552621,gbif:6100988,irmng:10963201		canonical_match	E16846C3
31328	species	papcan1	Papyrus Canary	Crithagra koliensis	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597408	Crithagra koliensis	species	gbif:6100977,irmng:10217371		canonical_match	5E456730
31329	species	forcan1	Forest Canary	Crithagra scotops	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			760388	Serinus scotops	species	ncbi:303873,gbif:6101001,irmng:11164136	sibling_higher	synonym_match	994D87C2
31333	species	olrser1	Olive-rumped Serin	Crithagra rothschildi	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597405	Crithagra rothschildi	species	gbif:6101005,irmng:10593420		canonical_match	C121E620
31334	species	bltcan1	Black-throated Canary	Crithagra atrogularis	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			328905	Serinus atrogularis	species	ncbi:163854,gbif:6100979,irmng:10429174	sibling_higher	synonym_match	D12CDD0F
31342	species	reisee2	Reichenow's Seedeater	Crithagra reichenowi	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			4131525	Crithagra reichenowi	species	gbif:6100992,irmng:10217376		canonical_match	69EB514A
31343	species	yerser1	Yellow-rumped Serin	Crithagra xanthopygia	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			4131498	Crithagra xanthopygia	species	gbif:6101003,irmng:10219430		canonical_match	71D3C8A6
31344	species	lebsee1	Lemon-breasted Seedeater	Crithagra citrinipectus	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			328906	Serinus citrinipectus	species	ncbi:163856,gbif:6101007,irmng:10219936	sibling_higher	synonym_match	238953D9
31345	species	whbcan1	White-bellied Canary	Crithagra dorsostriata	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			903274	Serinus dorsostriatus	species	ncbi:163845,gbif:6100984,irmng:11176585	sibling_higher	synonym_match	90C937E4
31349	species	yetser1	Yellow-throated Serin	Crithagra flavigula	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597415	Crithagra flavigula	species	gbif:6100994,irmng:10855302		canonical_match	31B513F0
31350	species	salser1	Salvadori's Serin	Crithagra xantholaema	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597416	Crithagra xantholaema	species	gbif:6100981		canonical_match	8C436082
31351	species	norgrc1	Northern Grosbeak-Canary	Crithagra donaldsoni	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597407	Crithagra donaldsoni	species	gbif:6100983,irmng:10910220		canonical_match	0CEB2DA6
31352	species	sougrc1	Southern Grosbeak-Canary	Crithagra buchanani	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597414	Crithagra buchanani	species	gbif:6101009,irmng:10223378		canonical_match	F3618305
31353	species	brican1	Brimstone Canary	Crithagra sulphurata	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			903281	Crithagra sulphurata	species	ncbi:2575917,gbif:6100973,irmng:11041568		canonical_match	53A5E91F
31357	species	yelcan1	Yellow Canary	Crithagra flaviventris	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			903271	Crithagra flaviventris	species	ncbi:163847,gbif:6100997,irmng:10217365		canonical_match	4746346C
31362	species	whtcan1	White-throated Canary	Crithagra albogularis	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			238143	Serinus albogularis	species	ncbi:285237,gbif:6100985,irmng:11257774	sibling_higher	synonym_match	294A70CC
31367	species	strsee1	Streaky Seedeater	Crithagra striolata	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			471172	Serinus striolatus	species	ncbi:273495,gbif:6101002,irmng:11199993	sibling_higher	synonym_match	580A93C2
31370	species	yebsee2	Yellow-browed Seedeater	Crithagra whytii	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			901360	Serinus whytii	species	ncbi:552626,gbif:6100991,irmng:10459295	sibling_higher	synonym_match	1CBC2DDE
31371	species	thbsee1	Thick-billed Seedeater	Crithagra burtoni	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			318589	Crithagra burtoni	species	ncbi:303874,gbif:6101004,irmng:11168059		canonical_match	8E8B3DB9
31376	species	tansee1	Tanzania Seedeater	Crithagra melanochroa	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			901357	Serinus melanochrous	species	ncbi:552623,gbif:6100993,irmng:10217373	sibling_higher	synonym_match	A25D8384
31377	species	prisee1	Principe Seedeater	Crithagra rufobrunnea	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			455546	Crithagra rufobrunnea	species	ncbi:1105373,gbif:6100980,irmng:11434452		canonical_match	83F51B60
31381	species	satgro1	Sao Tome Grosbeak	Crithagra concolor	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597451	Neospiza concolor	species	ncbi:381879,gbif:7609892,irmng:10596924		synonym_match	58012642
31382	species	procan1	Protea Canary	Crithagra leucoptera	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			3597409	Crithagra leucoptera	species	gbif:6101006,irmng:10764323		canonical_match	D403BDAF
31383	species	blesee1	Black-eared Seedeater	Crithagra mennelli	Passeriformes	Fringillidae (Finches, Euphonias, and Allies)			901362	Serinus mennelli	species	ncbi:552624,gbif:6100976,irmng:11233422	sibling_higher	synonym_match	D5454426
